rowid,category,subcategory,productname,sales,quantity,discount,profit,orderdate,state
9757,Furniture,Tables,BPI Conference Tables,292.1,2,0,58.42,Nov-17,California
6707,Technology,Phones,Geemarc AmpliPOWER60,519.68,7,0.2,58.464,Feb-17,California
2498,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,2,0,58.4962,Feb-17,California
7750,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04,2,0,58.5052,Dec-17,Kansas
4002,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345,5,0,58.65,Dec-17,Pennsylvania
8349,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5,10,0,58.66,Mar-17,Pennsylvania
3469,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0,58.6872,Mar-17,California
5920,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0,58.7916,Mar-17,California
7704,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0,58.7916,Mar-17,California
6992,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,5,0,58.812,Sep-17,California
8762,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,0,58.9192,Jul-17,California
1783,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0,59.0112,Jul-17,New York
7588,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0,59.0112,Jun-17,Texas
2182,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352,Jun-17,New York
6913,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,4,0,59.0372,Jul-17,New York
9490,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",197.05,7,0,59.115,Sep-17,Nevada
7767,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,219.9,5,0,59.373,Sep-17,California
6133,Office Supplies,Paper,Xerox 1893,163.96,5,0.2,59.4355,Sep-17,Ohio
7696,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",163.96,5,0.2,59.4355,Sep-17,Delaware
9325,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,594.816,2,0.2,59.4816,Jun-17,California
8603,Technology,Phones,Panasonic KX TS3282W Corded phone,475.944,7,0.2,59.493,Jun-17,Georgia
7398,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,6,0.2,59.6556,Jan-17,Alabama
1936,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0,59.8176,Jan-17,California
2387,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998,Jan-17,California
2900,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998,Jan-17,California
8540,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998,Jan-17,Arkansas
2132,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0,60.1398,Jan-17,Arkansas
4572,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,2,0,60.1412,Jan-17,Arkansas
3203,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536,Jan-17,Arkansas
1391,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553,Oct-17,Arkansas
1569,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553,Oct-17,Arkansas
3342,Office Supplies,Paper,Xerox 1919,122.97,3,0,60.2553,Apr-17,Arkansas
4178,Office Supplies,Paper,Xerox 1945,122.97,3,0,60.2553,Apr-17,Arizona
7586,Office Supplies,Paper,Xerox 1919,122.97,3,0,60.2553,Apr-17,Arizona
2415,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0,60.356,Oct-17,Arizona
2416,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2,0,60.392,Mar-17,California
3420,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392,Aug-17,California
8972,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392,Aug-17,New York
9843,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",483.136,4,0.2,60.392,Aug-17,California
6641,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,125.88,6,0,60.4224,Jan-17,California
9528,Office Supplies,Binders,GBC VeloBinder Manual Binding System,172.752,6,0.2,60.4632,Jan-17,Texas
9422,Technology,Phones,VTech DS6151,604.752,6,0.2,60.4752,Jan-17,Texas
8366,Technology,Phones,Mitel 5320 IP Phone VoIP phone,604.768,4,0.2,60.4768,Jan-17,North Carolina
2216,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,0,60.49,May-17,North Carolina
5227,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,6,0.2,60.4968,Jun-17,New York
4031,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,4,0,60.5488,Nov-17,New York
1859,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528,Jun-17,New York
5027,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528,Jun-17,New York
6664,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",356.85,5,0,60.6645,Jun-17,Wisconsin
8655,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,0,60.8832,Jun-17,Wisconsin
3553,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,812.736,8,0.2,60.9552,Jun-17,Wisconsin
8509,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11,0,61.3305,Oct-17,Wisconsin
6080,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0,61.3824,Sep-17,California
6121,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,8,0.2,61.3824,Dec-17,California
9029,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0,61.3824,Dec-17,Pennsylvania
2561,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,Dec-17,New York
2637,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,Aug-17,Georgia
4277,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,Nov-17,Oregon
9680,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,Nov-17,Oregon
5292,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.112,6,0.2,61.4628,Feb-17,Oregon
1524,Office Supplies,Paper,Xerox 1960,198.272,8,0.2,61.96,Feb-17,Oregon
812,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0,62.0368,Feb-17,Oregon
4624,Office Supplies,Paper,Xerox 1888,177.536,4,0.2,62.1376,May-17,Oregon
6733,Office Supplies,Paper,Xerox 194,177.536,4,0.2,62.1376,Apr-17,Oregon
6499,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9,0,62.1414,Jul-17,Colorado
8802,Technology,Phones,Samsung Convoy 3,221.98,2,0,62.1544,Oct-17,Colorado
3005,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,0,62.244,Sep-17,Ohio
7516,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,214.9,5,0,62.321,Sep-17,Ohio
2716,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0,62.3904,Sep-17,Ohio
3737,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0,62.3904,Dec-17,Ohio
7689,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160,8,0,62.4,Dec-17,Washington
1316,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0,62.5056,Dec-17,Washington
7000,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,3,0,62.532,Nov-17,Washington
4746,Office Supplies,Binders,GBC ProClick Punch Binding System,127.96,2,0,62.7004,May-17,Washington
1369,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.737,Oct-17,Michigan
5509,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.737,Oct-17,Michigan
2385,Office Supplies,Binders,Avery Arch Ring Binders,185.92,4,0.2,62.748,Nov-17,Oklahoma
4648,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,3,0.1,62.7822,Nov-17,Oklahoma
84,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,Jun-17,California
697,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,Nov-17,Texas
3113,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82,Nov-17,Ohio
4751,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82,Nov-17,Ohio
1832,Furniture,Tables,Bevis Boat-Shaped Conference Table,262.11,1,0,62.9064,Dec-17,California
946,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,5,0.2,62.91,Nov-17,California
5479,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,0,62.916,Nov-17,North Carolina
5414,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0,62.93,Feb-17,North Carolina
69,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,Feb-17,North Carolina
1673,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,Feb-17,California
8419,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,0,63.107,Sep-17,California
4601,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,9,0,63.135,Sep-17,Kentucky
122,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368,Sep-17,California
5966,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368,Dec-17,California
4376,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,0,63.6825,Apr-17,Texas
9880,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,0.1,63.686,Nov-17,Texas
797,Office Supplies,Paper,Xerox 1887,132.79,7,0,63.7392,Jul-17,California
6998,Office Supplies,Paper,Xerox 1940,175.872,4,0.2,63.7536,Jul-17,California
3868,Technology,Accessories,Maxell DVD-RAM Discs,148.32,9,0,63.7776,Jun-17,New York
2321,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,7,0,63.8232,Dec-17,California
3114,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0,63.873,Jun-17,Tennessee
1018,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0,63.8862,Dec-17,Tennessee
1882,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345,Dec-17,Tennessee
2056,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0,63.984,Dec-17,Tennessee
9253,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0,63.984,Dec-17,Indiana
3519,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,569.536,4,0.2,64.0728,Dec-17,Indiana
4215,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,0,64.2,Dec-17,North Carolina
4884,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,0.2,64.2,Apr-17,North Carolina
6500,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14,0,64.3678,Apr-17,Arkansas
876,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0,64.518,Apr-17,Arkansas
4147,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0,64.518,Apr-17,Arkansas
6025,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,0.2,64.6272,Apr-17,Pennsylvania
1180,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,Nov-17,Pennsylvania
1219,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,Dec-17,Wyoming
6602,Furniture,Chairs,"Global Stack Chair with Arms, Black",239.84,8,0,64.7568,Dec-17,California
1788,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0,64.7856,Dec-17,Indiana
1198,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,Jun-17,New York
3601,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,Jun-17,California
2433,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,65.2064,Dec-17,California
3386,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,580.672,4,0.2,65.3256,Dec-17,California
3620,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0,65.355,Dec-17,California
2657,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0,65.435,Sep-17,California
7466,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0,65.435,Sep-17,Maryland
415,Office Supplies,Paper,Xerox 191,139.86,7,0,65.7342,Oct-17,Illinois
7026,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46,6,0,65.9634,Oct-17,Illinois
1914,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0,65.978,Oct-17,Illinois
4473,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.976,3,0.2,65.9934,Oct-17,Indiana
3052,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,0,66.0736,Nov-17,Indiana
7547,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.944,7,0.2,66.1451,Apr-17,New Jersey
4032,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88,6,0,66.3264,Nov-17,California
9150,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,138.56,4,0,66.5088,Jun-17,California
455,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408,Jul-17,California
9013,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,0,66.542,Jul-17,California
6643,Office Supplies,Labels,Avery 475,133.2,9,0,66.6,Jul-17,Washington
6298,Office Supplies,Paper,Xerox 1906,141.76,4,0,66.6272,Mar-17,New York
4309,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,7,0.2,66.6344,Mar-17,Washington
2075,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,0.2,66.6351,Sep-17,Washington
1190,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,Sep-17,Washington
878,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.9546,Sep-17,California
2261,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.9546,Sep-17,California
6374,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.9546,May-17,California
7132,Furniture,Tables,KI Adjustable-Height Table,257.94,3,0,67.0644,May-17,California
2587,Office Supplies,Storage,Steel Personal Filing/Posting Tote,248.57,7,0,67.1139,Aug-17,California
9074,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,0,67.188,Dec-17,New York
3889,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916,Dec-17,North Carolina
4865,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916,Jun-17,New York
875,Office Supplies,Paper,Xerox 1910,192.16,5,0.2,67.256,Oct-17,Mississippi
4920,Technology,Phones,GE 30522EE2,231.98,2,0,67.2742,Oct-17,Mississippi
2643,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048,6,0.2,67.4424,Dec-17,Mississippi
4526,Technology,Phones,Avaya 5420 Digital phone,269.98,2,0,67.495,Dec-17,Mississippi
1883,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608,Dec-17,Mississippi
6574,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608,Dec-17,Mississippi
2235,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03,7,0,67.6599,Dec-17,Ohio
3791,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96,6,0.2,67.86,Dec-17,Ohio
1457,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,0,67.941,Dec-17,Ohio
3267,Office Supplies,Envelopes,Airmail Envelopes,201.432,3,0.2,67.9833,Dec-17,Ohio
6585,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,4,0,67.99,Dec-17,Ohio
110,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992,Dec-17,California
7545,Furniture,Chairs,Hon GuestStacker Chair,906.68,5,0.2,68.001,Nov-17,California
4293,Office Supplies,Appliances,Harmony Air Purifier,189,1,0,68.04,Nov-17,Louisiana
7051,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,0.2,68.12,Jun-17,Louisiana
3392,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198,Nov-17,North Carolina
9235,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198,Mar-17,California
3377,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332,Mar-17,New Hampshire
12,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424,4,0.2,68.3568,Oct-17,Kentucky
6401,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,0,68.364,Oct-17,Kentucky
7169,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5,10,0,68.585,Aug-17,Kentucky
2755,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965,Nov-17,Kentucky
8172,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,0,68.6868,Nov-17,Arizona
3181,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0,68.823,Oct-17,Minnesota
4831,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464,Sep-17,Texas
5879,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464,Jan-17,Ohio
6289,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6,0.2,68.8464,Mar-17,Ohio
65,Office Supplies,Paper,Xerox 1943,146.73,3,0,68.9631,Oct-17,Ohio
2088,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,3,0,68.9631,Oct-17,Texas
9340,Office Supplies,Paper,Xerox 1917,146.73,3,0,68.9631,Mar-17,Texas
144,Office Supplies,Paper,Xerox 1911,143.7,3,0,68.976,Jun-17,New York
1587,Office Supplies,Paper,Xerox 1886,143.7,3,0,68.976,Jun-17,New York
2253,Office Supplies,Paper,Xerox 1911,143.7,3,0,68.976,Jun-17,New York
8329,Office Supplies,Paper,Xerox 1886,143.7,3,0,68.976,Nov-17,New York
3154,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,Nov-17,Texas
789,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0,69.1008,Nov-17,Texas
5172,Office Supplies,Paper,Xerox 1910,144.12,3,0,69.1776,Dec-17,Texas
6317,Office Supplies,Paper,Xerox 1885,144.12,3,0,69.1776,Dec-17,Texas
7125,Office Supplies,Paper,Xerox 1885,144.12,3,0,69.1776,Jan-17,Texas
5647,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,0,69.1992,Jan-17,Illinois
8663,Technology,Phones,Digium D40 VoIP phone,619.152,6,0.2,69.6546,Jan-17,Illinois
6588,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",302.94,3,0,69.6762,Jan-17,Ohio
994,Office Supplies,Paper,Xerox 1979,154.9,5,0,69.705,Jan-17,Ohio
1501,Office Supplies,Paper,Xerox 197,223.056,9,0.2,69.705,Oct-17,Ohio
6980,Office Supplies,Paper,Xerox 19,154.9,5,0,69.705,Oct-17,Ohio
7025,Office Supplies,Paper,Xerox 1988,223.056,9,0.2,69.705,Sep-17,Ohio
7674,Office Supplies,Paper,Xerox 197,154.9,5,0,69.705,Sep-17,California
7846,Office Supplies,Paper,Xerox 1988,154.9,5,0,69.705,Nov-17,New York
3477,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,152,5,0,69.92,Nov-17,New York
8380,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.888,7,0.2,69.965,Sep-17,New York
2069,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,0,69.986,Nov-17,California
1926,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0,69.993,Jun-17,California
7043,Technology,Copiers,Canon PC-428 Personal Copier,599.97,5,0.4,69.9965,Nov-17,Florida
1234,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988,2,0.4,69.999,Nov-17,California
2059,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0,70.006,Dec-17,Georgia
3049,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0,70.006,Oct-17,Oklahoma
2800,Office Supplies,Binders,Binding Machine Supplies,145.85,5,0,70.008,Oct-17,Oklahoma
8091,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269.36,7,0,70.0336,Oct-17,California
3841,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,3,0,70.0977,Oct-17,New York
5061,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,9,0,70.1784,Dec-17,New York
9144,Technology,Phones,Motorola L703CM,1123.128,9,0.2,70.1955,Dec-17,Oregon
6918,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,70.196,Dec-17,New York
9760,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,70.196,Dec-17,California
6375,Furniture,Chairs,Global Leather Executive Chair,561.584,2,0.2,70.198,Jul-17,Ohio
6836,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5,0,70.219,Jul-17,Texas
5276,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0,70.312,Dec-17,Texas
9865,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0,70.312,Dec-17,Texas
1717,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441,Dec-17,Michigan
6152,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49,Dec-17,Michigan
7595,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,146.86,7,0,70.4928,Dec-17,Michigan
3700,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96,4,0,70.5028,Nov-17,Ohio
3684,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36,9,0,70.5456,Nov-17,Ohio
2555,Technology,Phones,HTC One Mini,705.544,7,0.2,70.5544,Aug-17,Pennsylvania
3132,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,Aug-17,New York
6636,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,Aug-17,California
1867,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0,70.722,Aug-17,Washington
1978,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0,70.9644,Aug-17,Illinois
540,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0,70.98,Sep-17,Oklahoma
6985,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,0.1,71.162,May-17,Washington
5371,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296,Dec-17,Washington
8963,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296,Dec-17,Washington
450,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0,71.2476,Sep-17,Washington
2917,Technology,Phones,Samsung Rugby III,263.96,4,0,71.2692,Sep-17,Washington
8063,Technology,Phones,AT&T SB67148 SynJ,263.96,4,0,71.2692,Jul-17,Washington
3500,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97,3,0,71.3898,Jul-17,Washington
6380,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,0,71.5375,Jun-17,California
7168,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.772,Jul-17,California
9908,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.772,Dec-17,Ohio
8485,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,199.8,10,0,71.928,Jun-17,Tennessee
4811,Technology,Phones,Cisco SPA 502G IP Phone,239.9,2,0,71.97,Jun-17,Oregon
1319,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,Jun-17,Oregon
4416,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,Jun-17,Oregon
823,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.991,Jun-17,Oregon
2758,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.991,Jun-17,Oregon
